registrationNumber,airline,model
1013,Juneyao Airlines,A320
1014,Amber Air,A388
1015,Harbour Air (Priv),B77W
1016,Athens Airways,B752
1017,Transmile Air Services,DH8D
1018,Paramount Airways,E190
1019,Kavminvodyavia,B763
1020,Air Europa,A388
1021,Horizon Air,B77L
1022,National Airlines,CRJ9
1023,Pacific Express,DH8D
1024,Jett8 Airlines Cargo,E170
1025,Blue Sky America,AT76
1026,Samara Airlines,A333
1027,Blue Panorama Airlines,B752
1028,Wings of Alaska,A319
1029,Fly540,A332
1030,Lufttransport,A333
1031,Calm Air,A321
1032,Israir,AT76
1033,Garuda Indonesia,A320
1034,BudgetAir,DH8D
1035,Aeroflot-Nord,B772
1036,Lloyd Aereo Boliviano,A321
1037,MIAT Mongolian Airlines,A321
1038,PEGASUS AIRLINES-,B77W
1039,SkyWork Airlines ,AT75
1040,SwedJet Airways,DH8D
1041,Hi Fly,E170
1042,SunExpress,B77L
1043,Royal Southern Airlines.,B738
1044,Southwest Airlines,B788
1045,Navitaire,A333
1046,Air Paradise International,B772
1047,Civil Air Transport,B789
1048,Dummy,B763
1049,Execair Aviation,A332
1050,AirOne Atlantic,B772
1051,AirLiberté,A333
1052,Skynet Asia Airways,A332
1053,Calima Aviacion,E170
1054,Meridiana,B763
1055,Air Mozambique,B744
1056,Republic Express Airlines,E190
1057,Dalavia,E190
1058,Peruvian Airlines,A332
1059,Blue Sky America,B788
1060,Wayraper,B744
1061,Air Plus Comet,E190
1062,Suckling Airways,A319
1063,ROYAL BRITAIN,B77W
1064,AirOne Atlantic,B789
1065,Jetgo Australia,B77W
1066,USA3000 Airlines,B744
1067,Air Salone,CRJ9
1068,Air Nippon,A319
1069,Marsland Aviation,A319
1070,AirOne Atlantic,B752
1071,VASP,E170
1072,Siren-Travel,DH8D
1073,Yellowtail,A319
1074,Canadian Western Airlines,B772
1075,President Airlines,E170
1076,CommutAir,B763
1077,Cayman Airways,CRJ9
1078,Avianova (Russia),B739
1079,Slovak Airlines,B739
1080,Tassili Airlines,B752
1081,OneChina,B739
1082,Yellow Air Taxi,B744
1083,Starbow Airlines,A321
1084,Air Slovakia,B77W
1085,Kyrgyzstan,C172
1086,Air Comet Chile,A388
1087,Air Alps Aviation (A6),E170
1088,Iraqi Airways,C172
1089,Hex'Air,B763
1090,Alaniya Airlines,B738
1091,Futura International Airways,AT75
1092,Tiara Air,B772
1093,ALAK,B77L
1094,Aereonautica militare,A319
1095,Ozark Air Lines,E170
1096,Lina Congo,CRJ9
1097,Lankair,DH8D
1098,Air Foyle,C172
1099,Royal Southern Airlines.,E190
1100,Etihad Airways,B77L
1101,China United Airlines,B739
1102,Interair South Africa,AT75
1103,MexicanaLink,B77L
1104,Iran Air,B789
1105,Travel Service,A333
1106,RegionsAir,CRJ9
1107,Pegasus Airlines,C172
1108,West Air Sweden,B772
1109,Russian Sky Airlines,C172
1110,Line Blue,DH8D
1111,Nordic Global Airlines,CRJ9
1112,Gandalf Airlines,A333
1113,DonbassAero,A333
1114,Aviaexpresscruise,B77W
1115,Consorcio Aviaxsa,B752
1116,Voronezhskie Airlanes,B77W
1117,Pal airlines,B739
1118,Air Mozambique,A388
1119,AirOne Continental,B788
1120,Club Air,CRJ9
1121,Flightlink Tanzania,A332
1122,American Falcon,B737
1123,Brussels Airlines,E190
1124,Lebanese Air Transport,B788
1125,Brussels Airlines,B737
1126,Blue Wings,B737
1127,AeroMéxico,B77L
1128,Skyjet Airlines,A333
1129,Hello,B772
1130,Copa Airlines,B752
1131,Zoom Airlines,A388
1132,Israir,B738
1133,Hawkair,E170
1134,Club Air,C172
1135,Sharp Airlines,A332
1136,Orenburg Airlines,B744
1137,Euroline,B739
1138,Slok Air Gambia,B752
1139,AirAsia X,B763
1140,Augsburg Airways,B752
1141,Turkmenistan Airlines,B738
1142,Volotea Costa Rica,B77L
1143,Air Niugini,B738
1144,Aeromar,A320
1145,Dominicana de Aviaci,A333
1146,Execair Aviation,B738
1147,ABSA - Aerolinhas Brasileiras,B738
1148,Transwest Air,B788
1149,Sun Air of Scandinavia,A320
1150,Linea Aerea SAPSA,B788
1151,American Eagle Airlines,A332
1152,Zabaykalskii Airlines,C172
1153,Air Macau,B77W
1154,DHL International,E170
1155,Belair Airlines,A388
1156,Regionalia Venezuela,B738
1157,Wright Air Service,A320
1158,Air Mandalay,A319
1159,Hellenic Imperial Airways,AT75
1160,Ukraine International Airlines,DH8D
1161,Maersk,B739
1162,Alpine Air Express,B752
1163,Scat Air,A332
1164,Lina Congo,E170
1165,TAME,B789
1166,Air Afrique,A388
1167,Finalair Congo,B788
1168,KMV,B772
1169,Eastar Jet,C172
1170,Thomas Cook Airlines,A319
1171,Air VIA,B739
1172,Aero VIP,B77L
1173,Dinar,E190
1174,Polar Air Cargo,B788
1175,Skyservice Airlines,B789
1176,Air Europe,B789
1177,Mexicana de Aviaci,B77W
1178,Barents AirLink,E190
1179,BQB Lineas Aereas,CRJ9
1180,Interavia Airlines,A333
1181,Dalavia,A320
1182,Karat,E170
1183,40-Mile Air,A319
1184,Harbor Airlines,A319
1185,EVA Air,B739
1186,VIM Airlines,B789
1187,Genesis,B772
1188,Southjet connect,B789
1189,Thai Sky Airlines,B737
1190,Phuket Air,A319
1191,Air Contractors,B772
1192,Cargojet Airways,A333
1193,SmartLynx Airlines,B77W
1194,Genesis,A333
1195,Vuela Cuba,B789
1196,SkyWork Airlines ,A332
1197,Jazeera Airways,CRJ9
1198,Alaska Central Express,AT76
1199,Air Lithuania,E190
1200,Zuliana de Aviacion,A320
1201,Thai Airways International,A320
1202,Colgan Air,B789
1203,Air Atlanta Icelandic,B772
1204,Kuwait Airways,C172
1205,Tatarstan Airlines,AT76
1206,Aeromar,B788
1207,Maastricht Airlines,B788
1208,Volare Airlines,B788
1209,Dobrolet,A321
1210,Yeti Airways,B77L
1211,Fly 6ix,A332
1212,Dauair,AT75
1213,United Parcel Service,B77W
1214,Virgin Express,A319
1215,AVCOM,A388
1216,PAN Air,DH8D
1217,Royal Khmer Airlines,B77W
1218,All Argentina,B772
1219,GermanXL,B789
1220,Yemenia,B737
1221,Monarch Airlines,CRJ9
1222,Antrak Air,AT76
1223,Martinair,AT76
1224,Air Cargo Germany,B738
1225,Michael Airlines,B738
1226,Linhas A,A319
1227,IBC Airways,A319
1228,Dana Air,B763
1229,Sunshine Express Airlines,B752
1230,Arctic Circle Air Service,AT76
1231,Cirrus Airlines,B763
1232,Spring Airlines,DH8D
1233,Karat,AT75
1234,Rossiya-Russian Airlines,B788
1235,Oceanair,C172
1236,Thomsonfly,DH8D
1237,Maxjet Airways,A320
1238,SilkAir,A321
1239,Helios Airways,AT76
1240,Vuola Italia,B788
1241,Voyageur Airways,E170
1242,Hainan Airlines,B737
1243,Norwegian Air Shuttle,B752
1244,Gestair,B77L
1245,Singapore Airlines Cargo,B739
1246,AVCOM,B789
1247,Novair,B752
1248,TUI Airlines Belgium,DH8D
1249,Jat Airways,B789
1250,Lankair,B763
1251,Med Airways,B763
1252,Sky Work Airlines,B752
1253,Maldivian Air Taxi,B789
1254,Island Express Air,E170
1255,AVCOM,B744
1256,DAT Danish Air Transport,B738
1257,Pegasus Airlines,A319
1258,Texas Spirit,E170
1259,Kiwi International Air Lines,B752
1260,Air Vanuatu,B739
1261,Black Stallion Airways,B788
1262,Air Togo,B738
1263,China Xinhua Airlines,E170
1264,Eagle Atlantic Airlines,B763
1265,Tyrolean Airways,B739
1266,Bulgaria Air,B772
1267,Cape Air,AT76
1268,Gandalf Airlines,B739
1269,Guyana Airways 2000,B752
1270,World Scale Airlines,A321
1271,Star1 Airlines,B77L
1272,Zabaykalskii Airlines,CRJ9
1273,MasAir,B77L
1274,Private flight,CRJ9
1275,AirOnix,B752
1276,Comair,B763
1277,Locair,B737
1278,Ibex Airlines,A388
1279,Air Austral,A332
1280,US Africa Airways,B739
1281,ELK Airways,B744
1282,Island Express Air,E190
1283,Club Air,CRJ9
1284,Canadian Airlines,DH8D
1285,Аэросервис,B738
1286,Pan American World Airways,B788
1287,FlyHigh Airlines Ireland (FH),B744
1288,BudgetAir,CRJ9
1289,Thomas Cook Airlines,CRJ9
1290,All Argentina,B763
1291,Sichuan Airlines,E190
1292,Air Rarotonga,A319
1293,Aerolitoral,B788
1294,Augsburg Airways,CRJ9
1295,Island Airlines,B744
1296,HQ- Business Express,AT76
1297,Islena De Inversiones,A333
1298,Hawaiian Airlines,A333
1299,Guine Bissaur Airlines,B737
1300,Era Alaska,DH8D
1301,Saratov Aviation Division,A319
1302,Deutsche Rettungsflugwacht,B752
1303,Voyageur Airways,C172
1304,Worldways,AT76
1305,Air Cape,DH8D
1306,Iberia Airlines,B738
1307,BudgetAir,E170
1308,Horizon Air,B772
1309,Regional Paraguaya,B789
1310,Reno Air,E190
1311,Coastal Air,A321
1312,Marysya Airlines,CRJ9
1313,Air Ivoire,A321
1314,Polar Air Cargo,DH8D
1315,Heli France,B737
1316,Congo Express,B752
1317,Global Freightways,B772
1318,Polet Airlines (Priv),B789
1319,European Air Express,CRJ9
1320,TAMPA,A319
1321,Malév,B738
1322,Menajet,A319
1323,Safi Airlines,C172
1324,TUR Avrupa Hava YollarÄ±,B752
1325,Hong Kong Express Airways,B763
1326,International AirLink,B737
1327,Moldavian Airlines,B788
1328,Air Contractors,A388
1329,Rainbow Air Euro,B763
1330,San Juan Airlines,C172
1331,Air Central,B737
1332,Copa Airlines,CRJ9
1333,Domodedovo Airlines,B738
1334,Czech Airlines,A319
1335,S7 Airlines,E170
1336,Skywest Australia,B752
1337,Calm Air,E170
1338,Royal Airlines,B77L
1339,All Australia,E190
1340,Zimbabwean Airlines,B744
1341,I-Fly,A320
1342,Astar Air Cargo,B738
1343,Atlas Air,B788
1344,Whitaker Air,C172
1345,Harbor Airlines,B752
1346,VickJet,B763
1347,Four Star Aviation / Four Star Cargo,B737
1348,KD Avia,B77L
1349,Croatia Airlines,B77W
1350,TransNusa Air,B739
1351,Usa Sky Cargo,B737
1352,Estafeta Carga Aerea,B738
1353,Amerijet International,B737
1354,UTair Aviation,B772
1355,Air Astana,A320
1356,Sterling Airlines,B752
1357,Zz,AT75
1358,Interjet (ABC Aerolineas),B752
1359,VIM Airlines,B789
1360,Airnorth,B789
1361,Hewa Bora Airways,A388
1362,Discovery Airways,A321
1363,Centavia,AT76
1364,Zuliana de Aviacion,A333
1365,Pakistan International Airlines,B77W
1366,Astrakhan Airlines,A320
1367,Skybus Airlines,B789
1368,Aviabus,A320
1369,Transavia Holland,B744
1370,TUI Airlines Belgium,A321
1371,Garuda Indonesia,A332
1372,Balkan Bulgarian Airlines,A320
1373,Advance Leasing Company,DH8D
1374,Oceanair,A320
1375,Forward Air International Airlines,B738
1376,Brit Air,A320
1377,Luchsh Airlines ,AT76
1378,Kuzu Airlines Cargo,B738
1379,Vuola Italia,B739
1380,Air Armenia,B772
1381,Mexicana de Aviaci,B744
1382,AirLiberté,E190
1383,TransHolding,A319
1384,Dragonair,B739
1385,INFINI Travel Information,B744
1386,Motor Sich,E190
1387,AirAsia,B752
1388,VLM Airlines,B752
1389,Private Wings Flugcharter,C172
1390,Air Bagan,B789
1391,Eurolot,B789
1392,Airshop,B77W
1393,BudgetAir,B788
1394,All Spain,B772
1395,Rainbow Air US,E190
1396,Guinee Airlines,B789
1397,Wayraper,CRJ9
1398,TROPICAL LINHAS AEREAS,A319
1399,Fly Europa,B789
1400,Hex'Air,B77W
1401,V Air,A388
1402,President Airlines,A321
1403,Aero Contractors,B77L
1404,Chautauqua Airlines,B737
1405,Zabaykalskii Airlines,B77W
1406,Aegean Airlines,B789
1407,Vietnam Airlines,B737
1408,Royal Khmer Airlines,B763
1409,Aero Flight,B744
1410,Arrow Air,A321
1411,Shanghai Airlines,B763
1412,LAI - Linea Aerea IAACA,AT75
1413,Aerolitoral,A319
1414,Chautauqua Airlines,A333
1415,Shaheen Air International,B77L
1416,Palestinian Airlines,B737
1417,Bassaka airlines,A320
1418,Elysian Airlines,E170
1419,International Business Air,E190
1420,Air Astana,C172
1421,Intercontinental de Aviaci,A333
1422,Kogalymavia Air Company,A320
1423,LSM AIRLINES ,AT76
1424,Asian Express Airlines,B788
1425,Frontier Flying Service,A321
1426,BACH Flugbetriebsges,B738
1427,Chicago Express (C8),A320
1428,Chalk's Ocean Airways,B744
1429,Air Philippines,B738
1430,Avies,B744
1431,Itek Air,CRJ9
1432,Salzburg arrows,B789
1433,Grupo TACA,B77L
1434,Nouvel Air Tunisie,A388
1435,Atlant-Soyuz Airlines,A320
1436,Nas Air,B739
1437,ALAK,A319
1438,Gadair European Airlines,E190
1439,GB Airways,E170
1440,Pacific Blue,A388
1441,Gestair,B77W
1442,PAN Air,AT75
1443,Afrinat International Airlines,A320
1444,Cielos Airlines,B763
1445,Red Jet Canada,B772
1446,Volare Airlines,B752
1447,Radixx Solutions International,B739
1448,VRG Linhas Aereas,B752
1449,Flybe,A319
1450,Azerbaijan Airlines,C172
1451,QatXpress,AT75
1452,Ariana Afghan Airlines,DH8D
1453,Rwandair Express,C172
1454,Braathens,B763
1455,Allegro,B77W
1456,Great Wall Airlines,B788
1457,Maxjet Airways,A388
1458,Norwegian Air Shuttle,C172
1459,Islena De Inversiones,B763
1460,China Northwest Airlines,DH8D
1461,MHS Aviation GmbH,A388
1462,Eos Airlines,B77L
1463,Servicios de Transportes A,E170
1464,Polar Air Cargo,B763
1465,Atyrau Air Ways,B772
1466,Sky Regional,A333
1467,Air Burundi,B789
1468,Zoom Airlines,A321
1469,Ural Airlines,B789
1470,Flightlink Tanzania,B788
1471,Tol-Air Services,A321
1472,Illinois Airways,CRJ9
1473,Air Srpska,A388
1474,Red Wings,B744
1475,National Air Cargo,E190
1476,Safi Airlines,B739
1477,Faso Airways,E190
1478,All America CL,B739
1479,Transport Aérien Transrégional,C172
1480,Barents AirLink,CRJ9
1481,Thai Lion Air,B763
1482,All America AR,B752
1483,IndiGo Airlines,B739
1484,Sama Airlines,AT75
1485,BA Connect,E190
1486,Air Nippon Network Co. Ltd.,B763
1487,Ciel Canadien,B772
1488,Astair,B739
1489,PanAm World Airways,E190
1490,TACA Peru,DH8D
1491,DHL de Guatemala,A332
1492,Transavia France,B763
1493,V Australia Airlines,B739
1494,Leeward Islands Air Transport,B739
1495,Coast Air,B737
1496,Aer Arann,B789
1497,Volaris,B772
1498,Florida Coastal Airlines,C172
1499,Empresa Ecuatoriana De Aviacion,B77W
1500,El-Buraq Air Transport,A333
1501,Hawkair,A320
1502,Air Caledonie International,B77L
1503,Bahamasair,AT76
1504,Belair Airlines,E190
1505,Shovkoviy Shlyah,B739
1506,Asia Wings,E190
1507,Portugalia,A388
1508,RACSA,A333
1509,ABX Air,A388
1510,Aircompany Yakutia,C172
1511,Islas Airways,AT76
1512,Shanxi Airlines,A320
1513,Euro Exec Express,A388
1514,Baker Aviation,B77L
1515,Linhas A,B788
1516,Chitaavia,B772
1517,Nippon Cargo Airlines,B772
1518,Peruvian Airlines,C172
1519,Yunnan Airlines,DH8D
1520,SENIC AIRLINES,B772
1521,Comair,B763
1522,Scoot,A321
1523,ABX Air,AT76
1524,Hainan Airlines,A319
1525,Blue Panorama Airlines,A332
1526,Flybaboo,B763
1527,Iraqi Airways,AT75
1528,Fika Salaama Airlines,B772
1529,Western Airlines,B788
1530,Pinnacle Airlines,DH8D
1531,World Airways,B739
1532,Tandem Aero,B739
1533,Nouvel Air Tunisie,AT76
1534,Slovak Airlines,B739
1535,Qatar Airways,A332
1536,City Airways,C172
1537,SATA Air Acores,B788
1538,bmi,E170
1539,Avolar Aerolineas,B789
1540,Zabaykalskii Airlines,B737
1541,Philippine Airlines,B788
1542,Atyrau Air Ways,B77L
1543,Linea Turistica Aerotuy,B739
1544,Danube Wings (V5),B752
1545,Jazeera Airways,A388
1546,Peninsula Airways,A332
1547,LAN Express,AT75
1548,South West Africa Territory Force,B788
1549,Jetairfly,B744
1550,TAAG Angola Airlines,A320
1551,Superior Aviation,AT75
1552,Turkish Airlines,A319
1553,Gomelavia,B752
1554,Sabre Pacific,A332
1555,Citilink Indonesia,B772
1556,Jetgo Australia,B789
1557,Welcome Air,AT75
1558,Motor Sich,B77W
1559,Skynet Asia Airways,B77W
1560,Thomas Cook Airlines,AT75
1561,First Choice Airways,B744
1562,Myanmar Airways International,A321
1563,USA Jet Airlines,B77L
1564,International Business Air,A332
1565,Berjaya Air,A319
1566,Lufthansa,B772
1567,Estonian Air,B744
1568,Blue Air,B738
1569,Golden Air,C172
1570,Iberia Airlines,E190
1571,Spike Airlines,A333
1572,Air Gabon,A333
1573,Air Caraïbes,B739
1574,Aegean Airlines,B738
1575,Pamir Airways,B744
1576,Wings of England,B738
1577,British Airways,AT75
1578,Pacific East Asia Cargo Airlines,AT76
1579,Hello,B739
1580,Air India Regional,B738
1581,Air North Charter - Canada,B752
1582,SmartLynx Airlines,C172
1583,Dalavia,B739
1584,Lufthansa CityLine,B788
1585,Senegal Airlines,A321
1586,Saratov Aviation Division,DH8D
1587,Japan Airlines,A321
1588,Air Dolomiti,A321
1589,Sierra Nevada Airlines,B789
1590,Corse-Mediterranee,B77W
1591,Red Jet Andes,B789
1592,Avilu,B772
1593,LTU Austria,A332
1594,CanXpress,E190
1595,Aero Services Executive,B77W
1596,GoDutch,CRJ9
1597,Saratov Aviation Division,E170
1598,AirTran Airways,AT75
1599,FlyPortugal,A319
1600,Catovair,B772
1601,Air Volga,B739
1602,ABSA - Aerolinhas Brasileiras,B739
1603,Skynet Airlines,B763
1604,Aero California,CRJ9
1605,Redhill Aviation,DH8D
1606,Myanmar Airways International,A332
1607,Deutsche Luftverkehrsgesellschaft,B737
1608,Benin Golf Air,B739
1609,Air Iceland,A321
1610,Ryan International Airlines,A333
1611,Air Arabia Egypt,AT75
1612,Deutsche Luftverkehrsgesellschaft,E190
1613,Midway Airlines,CRJ9
1614,Astral Aviation,CRJ9
1615,I-Fly,A321
1616,Iran Air,C172
1617,Royal European Airlines,B744
1618,KD Avia,B763
1619,Barents AirLink,A332
1620,Coastal Air,B744
1621,Fly Colombia ( Interliging Flights ),B77W
1622,Rainbow Air Canada,AT76
1623,Virgin America,B752
1624,American Falcon,A321
1625,Caribbean Star Airlines,AT75
1626,Surinam Airways,A333
1627,Kunpeng Airlines,B772
1628,Leeward Islands Air Transport,B789
1629,Air Cape,DH8D
1630,Allegro,B77W
1631,Air North Charter - Canada,A320
1632,Avolar Aerolineas,B739
1633,Centralwings,DH8D
1634,Volotea Costa Rica,DH8D
1635,Tassili Airlines,A333
1636,Air Mobility Command,A388
1637,Brussels Airlines,AT75
1638,Mango,A388
1639,Air Urga,B738
1640,Nihon.jet,A333
1641,Galileo International,A388
1642,Cayman Airways,B744
1643,Guinee Airlines,A388
1644,Insel Air (7I/INC) (Priv),E170
1645,Conviasa,B788
1646,Air Luxor,B738
1647,Zz,B738
1648,S7 Airlines,B789
1649,Click (Mexicana),B739
1650,Southjet cargo,E190
1651,Porter Airlines,B752
1652,Dense Airways,B738
1653,Worldspan,B752
1654,Kunpeng Airlines,B772
1655,Air Service Gabon,A388
1656,Tiger Airways,A388
1657,Jetx Airlines,E170
1658,WestAir Airlines,A321
1659,Aigle Azur,B744
1660,Austral Lineas Aereas,A333
1661,Air Comet Chile,A321
1662,Armenian International Airways,B77L
1663,Air Saint Pierre,E170
1664,Tyrolean Airways,B738
1665,Contact Air,E190
1666,Jazeera Airways,AT76
1667,Airlink Zambia,AT76
1668,Pacific Southwest Airlines,AT75
1669,Marsland Aviation,B77L
1670,Swiss International Air Lines,A320
1671,Kingfisher Airlines,B77L
1672,Primera Air,CRJ9
1673,Itek Air,A333
1674,Qatar Airways,A333
1675,Air Astana,B738
1676,MHS Aviation GmbH,C172
1677,Spirit Airlines,A319
1678,Air Midwest,A332
1679,Saudi Arabian Airlines,B788
1680,Salmon Air,B763
1681,Alitalia Cityliner,B738
1682,Sosoliso Airlines,A319
1683,Air Bourbon,B772
1684,Gambia International Airlines,B77L
1685,Amerijet International,B737
1686,Skagway Air Service,B772
1687,Star Equatorial Airlines,B77L
1688,SkyWest,A319
1689,Canadian Western Airlines,B789
1690,Bearskin Lake Air Service,B752
1691,Swissair,B772
1692,PanAm World Airways,CRJ9
1693,Lufttaxi Fluggesellschaft,B744
1694,Islas Airways,B772
1695,Hainan Airlines,A388
1696,Pacificair,A332
1697,Bluebird Cargo,A320
1698,Hapagfly,AT75
1699,British Air Ferries,C172
1700,Air Berlin,DH8D
1701,Solomon Airlines,AT75
1702,HQ- Business Express,A320
1703,Northwest Regional Airlines,A332
1704,SkyWest,A333
1705,Air Berlin,B738
1706,Asia Overnight Express,C172
1707,Corse-Mediterranee,A321
1708,All Africa,A321
1709,Air Exel,A319
1710,Alitalia Cityliner,AT75
1711,Cargoitalia,CRJ9
1712,Pace Airlines,B788
1713,Jatayu Airlines,B763
1714,Euro Harmony,A319
1715,US Helicopter Corporation,B738
1716,Thalys,A388
