fid,arrivalTime,departureTime,destination,departure,registrationNumber
B5252,2022-07-07 07:34:04,2022-07-06 18:34:04,Dzaoudzi Pamandzi International Airport,Maharana Pratap Airport,6453
7Z253,2021-05-03 01:03:34,2021-05-02 23:03:34,Candle 2 Airport,Pescara International Airport,17825
M3254,2020-05-18 03:54:12,2020-05-17 14:54:12,Kaghau Airport,Sauðárkrókur Airport,21826
SH255,2023-09-06 11:38:23,2023-09-05 19:38:23,Chris Hadfield Airport,Alma Airport,14605
YI256,2021-10-28 22:00:18,2021-10-28 10:00:18,Kurumoch International Airport,Cape Air Seaplanes on Boston Harbor Seaplane Base,223
2R257,2020-10-31 15:01:11,2020-10-31 09:01:11,Wotje Atoll Airport,Bearskin Lake Airport,10051
8C258,2020-04-26 13:07:15,2020-04-26 10:07:15,Betou Airport,Vilo Acuña International Airport,2483
R1259,2023-09-21 00:57:06,2023-09-20 04:57:06,Yuncheng Guangong Airport,Weipa Airport,6093
D8260,2022-10-28 22:54:34,2022-10-28 18:54:34,"Oesman Sadik Airport, Labuha",Sand Point Airport,569
S8261,2022-05-20 06:43:03,2022-05-20 02:43:03,George F. L. Charles Airport,Megève Airport,1858
NH262,2023-04-27 21:44:32,2023-04-27 17:44:32,Salzburg Airport,Røst Airport,18256
E7263,2022-06-21 14:19:22,2022-06-20 23:19:22,Porto de Moz Airport,Ghinnir Airport,7938
NG264,2021-05-08 05:29:39,2021-05-07 05:29:39,Gdańsk Lech Wałęsa Airport,Ibo Airport,23164
7C265,2023-01-27 09:06:26,2023-01-27 06:06:26,Lewis University Airport,Hatzfeldhaven Airport,20993
JU266,2023-04-24 15:01:16,2023-04-24 08:01:16,Pauk Airport,Anderson Regional Airport,23852
D3267,2021-11-15 18:59:20,2021-11-15 17:59:20,Ottawa / Rockcliffe Airport,Olbia Costa Smeralda Airport,10648
D5268,2021-11-01 03:51:36,2021-10-31 09:51:36,São José Airport,Zahedan International Airport,23525
QQ269,2022-05-03 16:19:37,2022-05-03 00:19:37,Port Sudan New International Airport,Lissadell Airport,21143
12270,2023-09-20 18:45:30,2023-09-20 08:45:30,Saint-Nazaire-Montoir Airport,Sahand Airport,19331
CT271,2023-12-03 10:00:51,2023-12-02 10:00:51,Bitam Airport,Dabolim Airport,20751
GA272,2023-08-16 06:28:28,2023-08-15 21:28:28,Manang Airport,Point Salines International Airport,25218
C7273,2023-11-21 06:43:13,2023-11-20 12:43:13,Ravensthorpe Airport,Yerington Municipal Airport,4184
SY274,2020-10-12 20:25:47,2020-10-12 02:25:47,Geva Airport,Torokina Airport,23934
TL275,2022-05-17 08:07:28,2022-05-16 21:07:28,Port Mcneill Airport,Cochise County Airport,15264
3I276,2023-05-07 11:42:24,2023-05-07 05:42:24,Mount Pleasant Municipal Airport,Port Gentil Airport,13863
5H277,2020-09-04 21:31:40,2020-09-04 13:31:40,Betoambari Airport,Indianapolis International Airport,23556
BB278,2020-06-30 04:17:55,2020-06-30 01:17:55,Yeysk Airport,Juana Azurduy De Padilla Airport,21699
TJ279,2023-08-02 11:48:21,2023-08-01 23:48:21,Aarhus Airport,Bolling Air Force Base,2346
Z5280,2020-03-29 10:28:30,2020-03-29 06:28:30,Chigorodó Airport,Xinguara Municipal Airport,3953
YZ281,2023-08-31 03:05:22,2023-08-30 07:05:22,Nikolski Air Station,Tan Son Nhat International Airport,27313
KY282,2020-03-17 11:32:56,2020-03-16 15:32:56,Centenário do Sul Airport,Jaluit Airport,9449
;;283,2020-07-01 01:37:13,2020-06-30 15:37:13,Ceres Airport,Gasmata Island Airport,8488
VA284,2023-01-06 08:38:58,2023-01-06 07:38:58,The O'Neill Municipal John L Baker Field,Tamuin Airport,4628
EH285,2022-04-18 10:33:46,2022-04-18 08:33:46,Batavia Downs Airport,Mogi Mirim Airport,21317
QI286,2021-11-17 02:05:49,2021-11-16 17:05:49,Talakan Airport,Garoua International Airport,17842
WX287,2023-07-24 05:17:56,2023-07-23 22:17:56,Limpopo Valley Airport,Farafangana Airport,14535
3C288,2023-10-24 23:43:13,2023-10-24 02:43:13,Coronation Airport,Dirranbandi Airport,18798
QM289,2020-10-27 18:26:11,2020-10-26 21:26:11,Rarotonga International Airport,Ormara Airport,23583
NA290,2020-11-30 09:54:31,2020-11-29 22:54:31,Klawock Airport,Kaintiba Airport,2036
Y1291,2021-04-29 20:01:56,2021-04-29 07:01:56,Charlottesville Albemarle Airport,Riverside Airport,12981
AG292,2023-03-12 11:36:56,2023-03-12 03:36:56,Modlin Airport,Carpentaria Downs Airport,7484
5D293,2020-10-14 16:19:41,2020-10-13 16:19:41,Sicogon Airstrip,Croisette Heliport,1349
C0294,2021-06-15 17:24:10,2021-06-14 17:24:10,London Luton Airport,Lake Buena Vista STOLport,9866
TI295,2023-08-22 08:32:03,2023-08-21 20:32:03,Red Lake Airport,Fremont Municipal Airport,10643
H8296,2021-08-07 06:54:55,2021-08-06 10:54:55,Peenemünde Airport,Puerto Cabezas Airport,21032
VR297,2021-05-16 14:34:50,2021-05-15 16:34:50,Trujillo Airport,Voinjama Airport,12279
TI298,2022-02-07 22:22:58,2022-02-07 20:22:58,Maramureș International Airport,Blida Airport,2695
TH299,2023-07-15 09:27:42,2023-07-15 05:27:42,Kangerlussuaq Airport,Comandante FAP German Arias Graziani Airport,11152
X3300,2022-07-31 11:24:14,2022-07-30 22:24:14,São Lourenço Airport,Cortes Bay Water Aerodrome,1515
G1301,2022-12-03 11:59:36,2022-12-02 13:59:36,Komodo Airport,Manitouwadge Airport,6034
EC302,2022-11-11 13:46:13,2022-11-11 04:46:13,Jönköping Airport,Kegaska Airport,26754
PA303,2021-08-18 14:27:00,2021-08-18 08:27:00,Daniel Z. Romualdez Airport,El Troncal Airport,20414
1I304,2020-01-18 20:03:31,2020-01-18 02:03:31,Governor's Harbour Airport,Nain Airport,4289
M3305,2020-02-25 23:36:33,2020-02-25 06:36:33,Clovis Municipal Airport,Bomar Field Shelbyville Municipal Airport,3552
JD306,2023-09-11 00:28:11,2023-09-10 04:28:11,St. Helena Airport,Norden-Norddeich Airport,2665
2J307,2022-06-15 16:00:38,2022-06-14 16:00:38,Krasnoselkup Airport,Brawley Municipal Airport,8619
4G308,2020-11-16 07:30:50,2020-11-16 07:30:50,Okadama Airport,Watertown Regional Airport,15022
VW309,2023-04-03 08:28:45,2023-04-02 17:28:45,Kalymnos Airport,Bagram Air Base,21892
9L310,2022-03-04 18:21:27,2022-03-03 23:21:27,Mahanoro Airport,Iaşi Airport,10455
1I311,2023-08-05 10:09:45,2023-08-04 23:09:45,Alpine Airstrip,Ruston Regional Airport,12844
MH312,2021-11-21 01:45:31,2021-11-20 14:45:31,Cáceres Airport,Cururupu Airport,21334
HX313,2021-11-22 22:45:48,2021-11-21 23:45:48,Hassi R'Mel Airport,Rokot Airport,761
A1314,2022-08-29 19:53:51,2022-08-28 23:53:51,Elelim Airport,Boswell Bay Airport,18552
QN315,2021-06-09 13:48:16,2021-06-08 21:48:16,Lihue Airport,Arenal Airport,4676
OW316,2022-08-02 17:18:42,2022-08-02 15:18:42,Oakdale Airport,Sharjah International Airport,6866
4G317,2020-12-11 16:39:03,2020-12-11 05:39:03,John C. Munro Hamilton International Airport,Grand-Santi Airport,4151
DN318,2020-09-16 09:45:18,2020-09-16 04:45:18,Hikueru Atoll Airport,Ratnagiri Airport,127
JS319,2022-11-16 23:55:57,2022-11-16 19:55:57,Uljin Airport,Port Allen Airport,684
D2320,2021-01-22 22:08:15,2021-01-22 06:08:15,"Zakynthos International Airport ""Dionysios Solomos""",Cherif Al Idrissi Airport,5950
5K321,2020-04-04 07:41:14,2020-04-03 07:41:14,Guiglo Airport,Macmillan Pass Airport,21153
U2322,2020-12-27 04:34:53,2020-12-26 14:34:53,Kuujjuarapik Airport,Funafuti International Airport,13141
JC323,2021-07-31 05:12:57,2021-07-30 21:12:57,St. Theresa Point Airport,Santiago Perez Airport,16067
L7324,2023-10-10 09:07:50,2023-10-09 15:07:50,Jalaluddin Airport,Mayne Island Seaplane Base,6499
LQ325,2020-10-17 07:54:06,2020-10-16 20:54:06,Esa'ala Airport,Fort Mcpherson Airport,15825
EX326,2023-08-04 18:52:29,2023-08-03 19:52:29,Johnston Atoll Airport,Rouen Airport,10798
L3327,2023-06-27 17:40:35,2023-06-27 12:40:35,Chaudhary Charan Singh International Airport,Dunk Island Airport,1013
TW328,2022-01-12 21:33:47,2022-01-11 23:33:47,Niagara District Airport,Juneau International Airport,1629
6Q329,2023-06-23 00:13:43,2023-06-22 02:13:43,Toyama Airport,Imperial County Airport,20570
SC330,2020-09-05 22:26:58,2020-09-05 11:26:58,Aeroclube de Bento Gonçalves Airport,Quilpie Airport,3441
DW331,2023-07-02 04:16:25,2023-07-02 03:16:25,Efogi Airport,Sardar-e-Jangal Airport,18762
LD332,2020-08-01 09:51:52,2020-07-31 22:51:52,Sabha Airport,North Ronaldsay Airport,12797
LH333,2022-01-27 02:16:55,2022-01-26 17:16:55,Kurgan Airport,Waycross Ware County Airport,14546
AC334,2023-10-18 09:17:36,2023-10-18 06:17:36,City of Colorado Springs Municipal Airport,Dawei Airport,14213
A7335,2021-12-12 12:17:19,2021-12-11 14:17:19,Örnsköldsvik Airport,Al Wajh Domestic Airport,16623
BR336,2020-09-24 01:42:06,2020-09-23 01:42:06,Kokshetau Airport,Reid-Hillview Airport of Santa Clara County,12878
Z7337,2022-02-06 19:06:13,2022-02-06 01:06:13,Ghazni Airport,Tunta Airport,10231
LQ338,2023-04-05 13:19:21,2023-04-05 11:19:21,Lamidanda Airport,Yeniseysk Airport,22650
4P339,2021-04-25 09:59:06,2021-04-24 19:59:06,Anaa Airport,Kavalerovo Airport,2133
W3340,2022-03-06 13:43:15,2022-03-05 17:43:15,Mesa Del Rey Airport,Luhansk International Airport,27900
Y5341,2023-08-19 11:17:10,2023-08-19 04:17:10,San Luis Valley Regional Bergman Field,Víctor Lafón Airport,21739
6Y342,2020-08-19 18:41:45,2020-08-19 04:41:45,Gisenyi Airport,Zahedan International Airport,20923
8Y343,2021-12-15 07:23:02,2021-12-15 05:23:02,Santa Ana Del Yacuma Airport,Guthrie-Edmond Regional Airport,6230
HC344,2021-06-05 04:19:18,2021-06-04 04:19:18,Hanamaki Airport,Baca Grande Airfield,17933
HU345,2023-08-27 15:33:11,2023-08-26 18:33:11,Newport News Williamsburg International Airport,Halls Creek Airport,875
5D346,2021-11-20 10:48:24,2021-11-19 13:48:24,Reus Air Base,Sharjah International Airport,17691
RI347,2020-04-28 10:22:51,2020-04-27 12:22:51,Buka Airport,Las Breas Airport,19440
IN348,2020-08-19 17:23:12,2020-08-19 14:23:12,Middle Georgia Regional Airport,Taitung Airport,21980
G4349,2022-08-23 22:34:11,2022-08-23 07:34:11,Ranger Municipal Airport,Wollaston Lake Airport,17604
AW350,2020-10-24 01:38:12,2020-10-23 10:38:12,Canarana Airport,Ken Jones Airport,10276
RR351,2021-04-28 02:14:12,2021-04-27 19:14:12,Van Nuys Airport,Rendani Airport,23730
ZS352,2020-11-25 02:31:26,2020-11-24 21:31:26,Chakcharan Airport,Regional Orlando Villas Boas Airport,20486
SV353,2023-08-19 01:51:18,2023-08-18 05:51:18,Aomori Airport,Leigh Creek Airport,27381
YZ354,2020-01-19 00:02:30,2020-01-18 22:02:30,Ust-Nera Airport,Ivano-Frankivsk International Airport,18982
RL355,2023-02-04 06:58:51,2023-02-04 04:58:51,Lampson Field,Lidköping-Hovby Airport,24230
K5356,2020-04-24 00:54:15,2020-04-23 16:54:15,Deadhorse Airport,Zaragoza Air Base,27466
YT357,2021-04-09 23:52:10,2021-04-09 00:52:10,Bembridge Airport,Ralph C Weiser Field,5318
OB358,2022-07-19 00:39:16,2022-07-18 04:39:16,Asosa Airport,Billy Mitchell Airport,21227
47359,2022-08-19 09:44:01,2022-08-18 19:44:01,Le Castellet Airport,Casper-Natrona County International Airport,5196
WZ360,2020-08-18 12:12:18,2020-08-17 16:12:18,Los Chiles Airport,Faranah Airport,16272
7T361,2021-04-09 02:18:46,2021-04-08 07:18:46,Daniel Z. Romualdez Airport,Torrejón Airport,21786
E5362,2022-06-20 19:03:25,2022-06-20 09:03:25,Coles County Memorial Airport,Corumbá International Airport,24060
S0363,2020-01-22 04:17:04,2020-01-21 13:17:04,Tapachula International Airport,Tchien Airport,11015
5Q364,2021-09-24 12:58:46,2021-09-23 14:58:46,Olavarria Airport,Hannover Airport,16274
WR365,2022-11-19 15:14:46,2022-11-19 07:14:46,Jos Orno Imsula Airport,Melfi Airport,13413
МИ366,2021-11-19 22:25:19,2021-11-19 11:25:19,Watson Lake Airport,Yemelyanovo Airport,6966
VA367,2021-05-18 02:57:28,2021-05-17 09:57:28,Aalborg Airport,Malmstrom Air Force Base,23661
0J368,2022-07-26 02:28:01,2022-07-25 15:28:01,Blaise Diagne International Airport,Ardabil Airport,12640
9A369,2021-01-08 20:50:25,2021-01-08 09:50:25,Truth Or Consequences Municipal Airport,Nyeri Airport,13152
SM370,2023-10-13 22:40:54,2023-10-13 17:40:54,Jiagedaqi Airport,Umberto Modiano Airport,11541
FF371,2023-01-04 04:28:04,2023-01-04 02:28:04,Tocumwal Airport,Eureka Airport,4389
E8372,2022-01-21 05:03:40,2022-01-20 22:03:40,Zamperini Field,Dunhuang Airport,10840
HV373,2022-03-04 10:11:22,2022-03-03 23:11:22,Hazyview Airport,Dodoima Airport,17325
RU374,2021-08-08 21:40:56,2021-08-08 16:40:56,Malcolm McKinnon Airport,Praia International Airport,104
CE375,2021-05-15 09:40:10,2021-05-14 17:40:10,Cooch Behar Airport,Etadunna Airport,2045
KY376,2020-01-19 12:24:19,2020-01-19 06:24:19,Kulgera Airport,Léopold Sédar Senghor International Airport,4253
4377,2020-06-14 01:49:19,2020-06-13 19:49:19,Beaver County Airport,Maun Airport,26568
GL378,2022-10-09 07:41:03,2022-10-09 07:41:03,Baibara Airport,Kiwai Airport,26292
BQ379,2022-12-02 19:56:12,2022-12-02 07:56:12,Quillayute Airport,Sebring Regional Airport,27940
P0380,2021-06-19 03:43:44,2021-06-18 09:43:44,Aboisso Airport,Lereh Airport,18383
ZI381,2021-10-18 13:42:20,2021-10-17 16:42:20,Tingo Maria Airport,Manetai Airport,16993
AS382,2021-11-23 15:12:08,2021-11-23 05:12:08,Condron Army Air Field,Shakiso Airport,9703
WJ383,2021-02-06 20:24:13,2021-02-06 18:24:13,Sterling Municipal Airport,General Manuel Serrano Airport,5746
0384,2022-08-29 01:27:13,2022-08-28 11:27:13,Karshi Khanabad Airport,Tucumcari Municipal Airport,17948
N4385,2023-10-06 00:02:30,2023-10-05 09:02:30,Jorge Newbery Airpark,John Wayne Airport-Orange County Airport,1302
7I386,2023-09-18 08:27:27,2023-09-18 00:27:27,Esperadinha Airport,Mara Serena Lodge Airstrip,25227
DQ387,2022-07-31 17:53:44,2022-07-30 17:53:44,Waspam Airport,Gimli Industrial Park Airport,7787
CB388,2023-10-29 09:36:17,2023-10-28 23:36:17,Oslo Gardermoen Airport,Co Ong Airport,2678
G8389,2020-07-04 17:35:38,2020-07-03 17:35:38,Simara Airport,Sywell Aerodrome,4130
DN390,2022-04-11 03:12:44,2022-04-10 09:12:44,Orange-Caritat (BA 115) Air Base,Treinta y Tres Airport,12834
1391,2020-03-17 14:12:57,2020-03-17 06:12:57,Holingol Huolinhe Airport,Taichung Airport,23283
OV392,2023-10-23 20:53:44,2023-10-23 15:53:44,Naiu Airport,Tarama Airport,12943
E2393,2022-09-20 14:37:37,2022-09-20 05:37:37,Grant County Airport,Malekolon Airport,18593
N7394,2023-07-18 01:35:17,2023-07-17 15:35:17,Udorn Air Base,Moki Airport,20694
BD395,2021-03-03 16:14:09,2021-03-02 22:14:09,USAF Academy Airfield,Iaciara Airport,24958
8D396,2021-03-13 03:49:50,2021-03-12 22:49:50,Pine Cay Airport,Muskegon County Airport,6501
S8397,2022-05-13 22:00:42,2022-05-13 11:00:42,Roy Otten Memorial Airfield,Guangzhou MR Air Base,20778
C3398,2021-09-02 09:48:01,2021-09-01 15:48:01,Salgado Filho Airport,Fuyang Xiguan Airport,18195
1I399,2020-05-18 12:09:38,2020-05-17 18:09:38,Taszár Air Base,Gwangju Airport,4444
PG400,2021-06-09 18:01:47,2021-06-09 11:01:47,Puerto Deseado Airport,Kaimana Airport,11005
V7401,2020-01-15 10:43:08,2020-01-15 09:43:08,Kirovsk-Apatity Airport,Walnut Ridge Regional Airport,11633
1U402,2023-03-15 19:29:23,2023-03-15 15:29:23,General Wayne A. Downing Peoria International Airport,Khuzdar Airport,18157
LG403,2022-07-25 20:30:09,2022-07-25 16:30:09,Rebun Airport,Kegelman AF Aux Field,12938
QH404,2022-09-04 07:45:04,2022-09-03 13:45:04,Barcelos Airport,Agostinho Neto Airport,10527
GX405,2020-11-16 20:31:19,2020-11-16 07:31:19,Bukhara Airport,Iranamadu Seaplane Base,10104
FW406,2022-06-01 13:04:33,2022-05-31 22:04:33,Luzhou Airport,Gillette Campbell County Airport,15432
JH407,2021-04-22 11:53:19,2021-04-21 20:53:19,Cochstedt Airport,Chafei Amsei Airport,13205
4X408,2020-05-28 03:21:32,2020-05-28 00:21:32,Tangará da Serra Airport,"Dewitt Field,Old Town Municipal Airport",12786
T4409,2021-04-22 22:10:56,2021-04-22 02:10:56,Tianshui Maijishan Airport,Lublin Airport,1534
HO410,2020-06-20 20:34:04,2020-06-20 08:34:04,Kemmerer Municipal Airport,Daniel Oduber Quiros International Airport,10870
GC411,2020-07-25 10:12:30,2020-07-24 16:12:30,Tavie Airport,Andes Airport,3782
QB412,2020-11-24 05:12:51,2020-11-23 23:12:51,Alitak Seaplane Base,Angoche Airport,6732
6V413,2023-07-27 16:12:52,2023-07-26 16:12:52,Mekele Airport,Satwag Airport,7206
KH414,2021-07-06 17:19:10,2021-07-06 16:19:10,Wynyard Airport,Kirkimbie Station Airport,13937
DM415,2022-03-16 09:43:50,2022-03-15 09:43:50,Mário Pereira Lopes–São Carlos Airport,Ulanqab Jining Airport,17905
WE416,2023-02-18 21:28:38,2023-02-18 07:28:38,Grantsburg Municipal Airport,Jackpot Airport/Hayden Field,3327
LW417,2023-10-21 14:02:40,2023-10-20 20:02:40,Jasper County Airport,Lime Village Airport,2175
HK418,2020-04-28 11:49:43,2020-04-28 09:49:43,Emirau Airport,Council Airport,18266
8P419,2023-07-02 04:03:46,2023-07-01 18:03:46,Palacios Municipal Airport,Betioky Airport,18689
HA420,2020-04-30 05:57:31,2020-04-30 01:57:31,Henbury Airport,Luis Munoz Marin International Airport,17471
8O421,2021-06-26 02:04:18,2021-06-26 01:04:18,Djougou Airport,Entrance Island Seaplane Base,11949
VE422,2021-04-07 18:01:48,2021-04-07 08:01:48,Tabuaeran Island Airport,Morawa Airport,27376
M2423,2020-11-05 17:36:42,2020-11-04 19:36:42,Sesheke Airport,Narrandera Airport,2754
V4424,2020-11-10 22:41:07,2020-11-10 22:41:07,Monroe County Aeroplex Airport,President Obiang Nguema International Airport,26185
6I425,2022-03-09 05:31:57,2022-03-09 00:31:57,Lonely Air Station,Foshan Shadi Airport,10480
YL426,2022-02-18 09:52:28,2022-02-17 16:52:28,Coalinga Airport,Toyama Airport,15302
VC427,2021-09-06 08:04:28,2021-09-05 16:04:28,Visby Airport,Coronel E Carvajal Airport,13370
CO428,2023-07-22 20:54:20,2023-07-22 07:54:20,Ninglang Luguhu Airport,Zvartnots International Airport,76
1U429,2020-07-02 21:41:07,2020-07-02 18:41:07,Bhadrapur Airport,Letfotar Airport,16284
G1430,2021-11-10 11:13:23,2021-11-09 21:13:23,Yam Island Airport,Southwest Florida International Airport,24428
EU431,2021-08-03 00:17:39,2021-08-03 00:17:39,Donaldson Field Airport,Shiringayoc Airport,5544
E2432,2021-05-06 19:56:14,2021-05-05 19:56:14,Kasiguncu Airport,Thohoyandou Airport,10811
C7433,2021-11-19 07:10:14,2021-11-18 21:10:14,Nogales International Airport,Winston Field,4910
RV434,2021-07-21 16:25:00,2021-07-21 08:25:00,Quion Hill Airport,Satu Mare Airport,6205
H7435,2021-07-26 12:57:39,2021-07-26 06:57:39,Shah Mokhdum Airport,Perry Lefors Field,24477
PQ436,2022-01-05 13:34:18,2022-01-05 12:34:18,Suffield Heliport,Phoenix Goodyear Airport,14405
6I437,2022-07-25 21:35:01,2022-07-25 06:35:01,Kerch Airport,Wasum Airport,9336
QD438,2021-04-06 15:04:26,2021-04-06 08:04:26,Schönhagen Airport,Egilsstaðir Airport,11254
F7439,2021-02-13 11:43:46,2021-02-13 08:43:46,Fair Isle Airport,Dodge City Regional Airport,7687
BZ440,2022-06-09 15:07:44,2022-06-09 14:07:44,McKellar-Sipes Regional Airport,David Constantijn Saudale Airport,16232
D1441,2022-06-18 03:46:41,2022-06-17 06:46:41,Wajir Airport,N'Kolo-Fuma Airport,13807
2O442,2022-07-28 10:26:08,2022-07-27 12:26:08,RAF Cottesmore,Currais Novos Airport,20188
P9443,2023-02-18 17:38:20,2023-02-18 07:38:20,Marcelo Pires Halzhausen Airport,Momote Airport,18897
10444,2021-09-28 11:23:42,2021-09-27 23:23:42,Ponta do Ouro Airport,Memorial Field,9854
H4445,2020-05-26 09:13:30,2020-05-26 04:13:30,Witu Airport,Woensdrecht Air Base,25963
NW446,2021-04-03 07:45:17,2021-04-02 14:45:17,Ricardo García Posada Airport,Curuzu Cuatia Airport,20032
NH447,2023-11-09 05:06:07,2023-11-09 02:06:07,Lake Baringo Airport,Albacete-Los Llanos Airport,23489
PZ448,2022-12-14 23:36:58,2022-12-14 21:36:58,Koumac Airport,Wondoola Airport,6582
V5449,2022-05-13 15:41:02,2022-05-12 23:41:02,Shilavo Airport,Southwest Oregon Regional Airport,14393
9K450,2022-05-14 08:00:24,2022-05-13 17:00:24,Benton Field,Hinton/Jasper-Hinton Airport,17230
U8451,2020-12-04 12:56:51,2020-12-04 06:56:51,Bedwell Harbour Seaplane Base,Kithira Airport,20927
ZJ452,2020-07-28 00:42:18,2020-07-27 10:42:18,Hood Airport,Valença Airport,16206
HT453,2020-09-17 11:50:24,2020-09-16 12:50:24,Mulika Lodge Airport,Mount Keith Airport,19667
N4454,2023-09-23 21:48:48,2023-09-23 21:48:48,Saransk Airport,Pureni Airport,2486
QU455,2023-10-09 07:41:17,2023-10-09 00:41:17,Malta Airport,Mukhaizna Airport,2342
3K456,2020-03-20 21:01:05,2020-03-20 18:01:05,Murray Field,Troy Municipal Airport at N Kenneth Campbell Field,6000
7B457,2021-01-16 17:52:55,2021-01-16 05:52:55,Changsha Huanghua International Airport,New Stuyahok Airport,13239
OE458,2022-07-20 12:01:43,2022-07-19 15:01:43,Angel Fire Airport,Carlos Ruhl Airport,26915
UH459,2022-10-07 23:16:23,2022-10-06 23:16:23,Kongolo Airport,Kalakaket Creek AS Airport,741
EG460,2022-07-14 02:33:21,2022-07-13 12:33:21,Rafaï Airport,Gainesville Municipal Airport,13505
8E461,2021-12-16 00:27:56,2021-12-15 22:27:56,Queenstown Airport,General Ignacio P. Garcia International Airport,16683
